Date,Seoul / Temperature,Seoul / Precipitation,Seoul / Wind Speed,Seoul / Humidity,Seoul / Local Pressure,Seoul / Surface pressure,Seoul / Sunshine,Seoul / Solar radiation,Daegu / Temperature,Daegu / Precipitation,Daegu / Wind Speed,Daegu / Humidity,Daegu / Local Pressure,Daegu / Surface pressure,Daegu / Sunshine,Daegu / Solar radiation,Busan / Temperature,Busan / Precipitation,Busan / Wind Speed,Busan / Humidity,Busan / Local Pressure,Busan / Surface pressure,Busan / Sunshine,Busan / Solar radiation,Geoje / Temperature,Geoje / Precipitation,Geoje / Wind Speed,Geoje / Humidity,Geoje / Local Pressure,Geoje / Surface pressure,Geoje / Sunshine
2003-08-03 15:00,25.1,0,1.4,91,997.4,1007.2,0,0.47,33.7,,2.1,50,1000.1,1006.4,0.5,1.84,29.6,,5.4,77,1000.2,1008,0.6,2.69,28.7,,2.1,72,1002.5,1007.5,1
2003-08-03 16:00,25.3,0,1.4,91,,,0,0.39,33.9,,2.3,50,,,0.8,1.87,28.6,,6.8,79,,,0.7,2.12,27.8,,2.9,77,,,0.7
2003-08-03 17:00,26.1,0,0.2,88,,,0,0.56,33.5,,3,51,,,0.9,1.43,28.2,,5.9,79,,,0.6,1.28,27.7,,3.2,76,,,0
2003-08-03 18:00,26.6,0,0.4,82,997.3,1007,0,0.57,32.2,,3.2,56,999.8,1006.1,0,0.61,27.8,,4.4,82,1000,1007.8,0.8,0.69,27.2,,2.2,76,1002.5,1007.6,0
2003-08-03 19:00,26.6,,0.8,82,,,0,0.3,31.1,,2.6,61,,,0,0.17,27.1,,2.4,83,,,0,0.13,27,,3.8,75,,,0
2003-08-03 20:00,26.2,,0.9,85,,,0,0.1,30.7,,1.8,63,,,0,0.02,26.5,,1.3,83,,,0,0,26.6,,3.4,75,,,0
2003-08-03 21:00,26.1,,0.3,87,998.6,1008.3,,,30.2,,2,66,1001.5,1007.9,,,26.2,,3.8,84,1000.7,1008.6,,,26.3,,1.6,77,1003.2,1008.4,
2003-08-03 22:00,26.1,,2,87,,,,,29.3,,1.9,70,,,,,26,,3.5,85,,,,,26.5,,3.1,76,,,
2003-08-03 23:00,25.6,,0.5,89,,,,,28.5,,2.6,75,,,,,26,,3.6,85,,,,,26.2,,2.7,78,,,
2003-08-04 0:00,25,,0,91,998.8,1008.6,,,28,,1.6,78,1002.3,1008.7,,,25.8,,1.5,87,1001.2,1009.1,,,26,,2.5,79,1003.7,1008.9,
2003-08-04 1:00,24.7,,0.6,92,,,,,28,,1.6,79,,,,,25.7,,2.5,87,,,,,25.7,,3.1,80,,,
2003-08-04 2:00,24.7,,0.1,93,,,,,27.6,,1.9,81,,,,,25.5,,2.8,90,,,,,25.6,,2.5,81,,,
2003-08-04 3:00,24.6,,0.1,93,998.6,1008.3,,,27.6,,1.3,81,1001.8,1008.2,,,25.2,,4.1,91,1000.5,1008.5,,,25.6,,3.2,80,1003.5,1008.6,
2003-08-04 4:00,24.6,,0.5,93,,,,,27.5,,1,79,,,,,25.1,,2.6,91,,,,,25.2,,2.7,81,,,
2003-08-04 5:00,24.2,,0,93,,,,,26.9,,1.7,84,,,,,25.1,,2.8,91,,,,,25.3,,2.9,80,,,
2003-08-04 6:00,23.9,,0.4,93,998.9,1008.7,0,0.47,26.7,,1.5,85,1002.2,1008.7,0,0.02,25,,2.6,91,1001,1009,0,0,25.5,,2.8,79,1003.9,1009,0
2003-08-04 7:00,24.2,,1,94,,,0,0.21,26.7,,2.1,85,,,0,0.13,25.2,,2.1,90,,,0,0.13,26,,2.2,79,,,0.2
2003-08-04 8:00,24.9,,1.5,91,,,0,0.5,27.4,,0.9,81,,,0,0.25,26.1,,2.4,86,,,0.7,0.54,27.7,,2.4,73,,,1
2003-08-04 9:00,25.6,,1.3,86,999.6,1009.4,0,0.61,28.9,,1.6,74,1002.7,1009.1,0.5,1.22,27.3,,0.8,76,1001.5,1009.4,0.6,1.14,28.2,,1.4,71,1004.2,1009.3,1
2003-08-04 10:00,26.6,,0.7,78,,,0,0.91,31,,1.6,62,,,0.9,1.9,28.7,,3.4,76,,,1,1.96,29.7,,1.9,70,,,1
2003-08-04 11:00,28.2,,1.1,70,,,0,1.54,30.9,,3.4,59,,,0.7,2.06,30,,3.6,71,,,1,2.52,30.5,,1.1,67,,,1
2003-08-04 12:00,28.7,,0.6,68,999.9,1009.5,0,1.28,32,,2.5,59,1002.5,1008.9,0.3,1.73,30.7,,3.5,69,1001,1008.9,1,2.91,30.7,,1.6,65,1003.9,1008.9,1
2003-08-04 13:00,29.2,0,0.4,65,,,0.1,1.49,32.4,,2.1,54,,,0.5,2.16,30.2,,4.7,72,,,1,2.94,31,,2.7,64,,,1
2003-08-04 14:00,29.1,0,1.8,71,,,0,0.96,29.5,1,2.3,68,,,0.1,1.23,30.7,,4.9,68,,,1,2.48,30,,3.2,67,,,1
2003-08-04 15:00,28.7,,1,76,999.3,1009,0,0.71,29.4,0,2,69,1002.3,1008.7,0,0.57,30.2,,4.7,72,1000.5,1008.4,0.8,2.09,30.1,,3.3,67,1003.2,1008.3,1
2003-08-04 16:00,28.7,,0.4,76,,,0,0.75,26.7,0,3.8,84,,,0,0.28,30.2,,3.9,71,,,0.6,1.94,29.7,,3.6,68,,,1
2003-08-04 17:00,29.3,,0.8,68,,,0,0.97,27.7,,3.1,75,,,0.1,0.5,30.1,,4,73,,,0.4,1.18,28.5,,3.6,71,,,0.8
2003-08-04 18:00,28.9,,1.4,71,999.1,1008.7,0,0.52,27.8,,1.4,74,1003.3,1009.7,0,0.32,25.5,6,4.3,88,1001.5,1009.5,0,0.14,26.7,,1.7,73,1004,1009.1,0
2003-08-04 19:00,28.6,,0,72,,,0,0.3,26.6,0,3,84,,,0,0.08,24.7,,4.2,86,,,0,0.05,25.7,0,0.6,77,,,0
2003-08-04 20:00,27.8,,0.2,76,,,0,0.12,25.9,,3.7,82,,,0,0.04,24.5,,2.9,83,,,0,0,25.6,,0.5,79,,,0
2003-08-04 21:00,27.1,,0.9,80,1000.3,1010,,,24.6,,3.2,84,1004.3,1010.8,,,24.7,,0.8,77,1002.9,1010.8,,,25.2,,0.2,80,1005.2,1010.4,
2003-08-04 22:00,26.2,,0.3,82,,,,,25.1,,0.9,82,,,,,24.8,0,0.6,79,,,,,24.7,,0.3,82,,,
2003-08-04 23:00,25.7,,0.2,84,,,,,24.9,,2.7,84,,,,,24.7,,0,82,,,,,24.5,,0,84,,,
2003-08-05 0:00,25.1,,0.5,85,1000.9,1010.6,,,24.2,,3.1,86,1005,1011.6,,,24.6,,1.8,87,1003,1011,,,24.1,,0,84,1005.4,1010.5,
2003-08-05 1:00,24.4,,0.2,88,,,,,24.2,,3.1,86,,,,,24.6,,0.5,81,,,,,24.6,,0,82,,,
2003-08-05 2:00,23.8,,0.4,89,,,,,24.3,,2.4,87,,,,,24.5,,0.8,82,,,,,24.6,,0,82,,,
2003-08-05 3:00,23.5,,0.5,91,1000.9,1010.8,,,24.2,,2.1,86,1004.8,1011.3,,,24.1,,0.7,82,1002.7,1010.8,,,23.7,,0,83,1005.2,1010.3,
2003-08-05 4:00,23.1,,0.6,92,,,,,23.9,,1.8,88,,,,,24,,0.6,84,,,,,23.7,,0,81,,,
2003-08-05 5:00,23.2,,1.4,93,,,,,23.5,,1.9,90,,,,,24,,0.2,82,,,,,23.6,,0,83,,,
2003-08-05 6:00,23,,1.2,93,1001.6,1011.5,0,0.44,23.7,,1,88,1005.3,1011.8,0,0.2,24,,0.1,84,1003.7,1011.7,0,0,23.3,0,0,84,1006,1011.1,0
2003-08-05 7:00,23.4,,0.7,93,,,0,0.29,23.8,,2.9,89,,,0,0.19,24.2,,0,82,,,0,0.02,24.2,,0,80,,,0
2003-08-05 8:00,24.6,,1.1,82,,,0,0.79,24.8,,1.2,84,,,0,0.48,25.3,,1.1,76,,,0.3,0.45,26.6,,0.4,69,,,0.1
2003-08-05 9:00,26,,1.6,74,1001.4,1011.1,0.3,1.13,25.1,,2.8,82,1005.6,1012.1,0,0.59,26.7,,1.7,65,1003.7,1011.7,0.9,1.39,27.6,,1.2,62,1006,1011.1,1
2003-08-05 10:00,28.3,,1.7,66,,,1,2.25,25.8,,1.8,79,,,0,0.87,26.8,,1.1,69,,,0.7,1.7,28.2,,2.2,56,,,1
2003-08-05 11:00,29.1,,1.8,62,,,0.8,2.47,27,,1.5,72,,,0,1.07,27.3,,1.1,68,,,0.3,1.69,28.1,,3.3,58,,,1
2003-08-05 12:00,30.2,,2,59,1000.9,1010.5,0.5,2.12,27.5,,2.1,68,1004.8,1011.3,0,0.85,27.6,,1.3,70,1003.5,1011.4,0.3,1.85,29.2,,2.4,59,1005.9,1010.9,1
2003-08-05 13:00,31.4,,2.6,54,,,0.7,2.7,29.4,,3.4,57,,,0.8,2.9,28.3,,1.6,67,,,0.8,2.61,29.7,,1,52,,,1
2003-08-05 14:00,31.8,,0.6,53,,,0.8,2.67,30,,3.6,50,,,0.4,2.25,27,,2.2,75,,,0.3,1.76,29.8,,1.5,56,,,1
2003-08-05 15:00,30.7,0,0.9,62,999.1,1008.7,0,0.83,29.7,,3.2,51,1003.7,1010.1,0.1,1.44,27.1,,1.5,76,1002.7,1010.7,0.4,1.79,29,,2.5,60,1005,1010,1
2003-08-05 16:00,26.7,0.5,1.2,77,,,0,0.28,30.3,,2.9,51,,,0.6,1.67,27.2,,2.1,73,,,0.8,2.12,27.7,,2.5,66,,,1
2003-08-05 17:00,26.7,0,1,73,,,0,0.39,29.3,,3.3,57,,,0.1,0.62,26.8,,1.9,74,,,0.6,1.48,25.7,,3.1,69,,,0.9
2003-08-05 18:00,25.7,1,0.5,82,999.6,1009.3,0,0.22,28.1,,3.6,67,1003.1,1009.5,0,0.44,25.7,,2.1,78,1002,1009.9,0.5,0.66,25.2,,2,71,1004.5,1009.7,0.1
2003-08-05 19:00,24.6,0.5,2.6,86,,,0,0.15,26.9,,3.5,70,,,0,0.12,24.6,,2.2,81,,,0,0.01,24.7,,1.4,73,,,0.3
2003-08-05 20:00,24.5,0,1.8,85,,,0,0.09,25.9,,3.8,70,,,0,0.02,24,,1.8,84,,,0,0,23.8,,1.6,75,,,0
2003-08-05 21:00,24.3,,1.3,84,999.1,1008.9,,,25.1,,3.9,74,1003.7,1010.2,,,23.2,,3,85,1002.7,1010.7,,,24,,1.9,75,1004.9,1010,
2003-08-05 22:00,24.4,,1.5,82,,,,,24.5,,4,79,,,,,23.2,,4,82,,,,,23.7,,2.2,77,,,
2003-08-05 23:00,24.3,,1.1,82,,,,,24.3,,3.9,77,,,,,22.8,,3.3,83,,,,,23.3,,1.5,76,,,
2003-08-06 0:00,24.4,,1.5,81,998.5,1008.3,,,23.7,,2.4,79,1004.2,1010.7,,,22.7,,3.2,83,1002.5,1010.6,,,23.3,,1.6,75,1005.2,1010.3,
2003-08-06 1:00,24.3,,0.8,81,,,,,23.4,,2.5,81,,,,,22.7,,2.6,83,,,,,22.8,,0.9,77,,,
2003-08-06 2:00,24.4,,1.2,81,,,,,23.4,,2.6,81,,,,,22.5,,2.2,84,,,,,22.6,,0,78,,,
2003-08-06 3:00,24.3,,1.4,80,997.4,1007.2,,,23.3,,3,82,1003.1,1009.7,,,22.5,,3.4,85,1001.5,1009.5,,,22.7,,0.1,78,1004,1009.1,
2003-08-06 4:00,24.3,,1.3,81,,,,,22.9,,3,83,,,,,22.5,,3.1,85,,,,,22.7,,0,78,,,
2003-08-06 5:00,24.4,,1.2,80,,,,,22.5,,2.9,86,,,,,22.2,,2,86,,,,,22.8,,0,79,,,
2003-08-06 6:00,24.3,0,0.3,81,996.5,1006.2,0,0.45,22.3,,2.2,87,1003.1,1009.6,0,0.21,22.5,,1.9,86,1001.4,1009.4,0,0,22.7,,0,81,1004,1009.1,0
2003-08-06 7:00,24.5,0,0.5,81,,,0,0.21,22.9,,2,85,,,0.1,0.28,23.2,,2.1,85,,,0,0.12,24,,0,78,,,0
2003-08-06 8:00,25.5,,0.9,77,,,0,0.42,24.1,,3.1,78,,,0.9,0.86,24.5,,0.7,81,,,0.5,0.5,25.3,,1.5,73,,,0.4
2003-08-06 9:00,26.4,,2.1,72,996.1,1005.8,0,0.54,25.7,,1.3,71,1002.2,1008.7,1,1.51,26,,0.5,76,1001,1008.9,0.5,1.05,26.8,,1.8,70,1003.2,1008.3,1
2003-08-06 10:00,27.4,,2.5,69,,,0,0.73,27.4,,1.4,64,,,0.9,1.96,27.2,,0.4,74,,,0.7,1.79,27.2,,1,69,,,0.8
2003-08-06 11:00,21.6,2,2.9,86,,,0,0.34,29,,1.3,58,,,1,2.27,27.2,,3.2,78,,,0.3,1.53,26,,2,72,,,0.6
2003-08-06 12:00,20.7,20,2.5,93,998.5,1008.4,0,0.23,29.8,,2.4,56,1001.8,1008.2,0.9,2.52,27.8,,3.9,77,1001.4,1009.2,0.3,1.43,27.7,,1.1,69,1003.7,1008.7,0.8
2003-08-06 13:00,21.1,4,1,92,,,0,0.45,31.8,,4.1,51,,,1,2.83,28.7,,3.5,76,,,0.3,2,28.6,,2.1,69,,,1
2003-08-06 14:00,21.7,1,1.1,87,,,0,0.57,32,,4.1,50,,,1,2.63,29.2,,3.7,73,,,0.6,1.79,29,,1.4,69,,,1
2003-08-06 15:00,22.6,1,0.9,87,996.7,1006.6,0,0.66,33.3,,4.7,46,999.8,1006.1,1,2.47,29.3,,5.8,73,999.9,1007.7,0.5,2.09,28.7,,1.9,70,1002.4,1007.4,0.5
2003-08-06 16:00,23.2,,1.9,76,,,0.2,1.69,32.2,,4.3,51,,,0.5,1.55,28.6,,5.7,79,,,0.4,1.7,29.1,,1.6,67,,,1
2003-08-06 17:00,22.7,,1.7,82,,,0,0.42,27.2,,2.5,63,,,0,0.31,28.7,,3.4,76,,,0.3,1.25,29.2,,1.7,66,,,1
2003-08-06 18:00,22.5,0.5,1.6,82,996.1,1005.9,0,0.5,26.7,,1.8,64,1000.7,1007.1,0,0.34,28.2,,4.2,77,999.7,1007.5,0.1,0.68,28.5,,1.3,70,1002.2,1007.3,1
2003-08-06 19:00,22.6,,1.5,81,,,0,0.24,27.3,0,1.3,60,,,0.1,0.26,27.2,,3.5,83,,,0,0.09,27.7,,0.5,71,,,0.4
2003-08-06 20:00,22.7,,1,81,,,0,0.09,26.2,,2.1,68,,,0,0.02,26.5,,3.9,89,,,0,0,27.2,,2.2,75,,,0
2003-08-06 21:00,22.9,,0.9,80,995.9,1005.7,,,26.3,,1.2,68,1001.2,1007.7,,,26.1,,2.7,90,1000,1007.9,,,27,,1.3,76,1002.2,1007.2,
2003-08-06 22:00,22.9,0,0.8,81,,,,,26,,1.1,70,,,,,26.1,,3.3,89,,,,,26.7,,1.5,80,,,
2003-08-06 23:00,23,0,1,83,,,,,24.9,,1.8,74,,,,,26.2,,3.1,88,,,,,26.6,,1.9,80,,,
2003-08-07 0:00,23.3,0,0.6,83,994.9,1004.7,,,24.3,,2,76,1000.4,1006.9,,,26,,3.1,89,999.4,1007.3,,,26.7,,0.6,79,1002,1007,
2003-08-07 1:00,23,8.5,2.1,90,,,,,24.7,,1.7,75,,,,,25.7,,2.5,91,,,,,26.7,,0.8,77,,,
2003-08-07 2:00,21.6,27.5,1.4,93,,,,,24.3,,1.8,77,,,,,25.7,,2.9,91,,,,,26.7,,1,76,,,
2003-08-07 3:00,21.7,7.5,1.1,94,994,1003.9,,,24.7,,1.4,80,999.2,1005.7,,,25.7,,3,91,998.4,1006.3,,,26.6,,0.9,78,1000.5,1005.6,
2003-08-07 4:00,21.8,0.5,0.1,94,,,,,24.3,,1.8,82,,,,,25.7,,2.3,91,,,,,26.2,,0.3,81,,,
2003-08-07 5:00,22.2,3,3.2,90,,,,,24.3,,0.7,82,,,,,25.6,,2.3,93,,,,,26.2,,0.6,80,,,
2003-08-07 6:00,21.4,2,2.7,90,994.8,1004.6,0,0,24,0,1.6,84,998.6,1005.1,0,0.15,25.6,,1.5,93,997.5,1005.4,0,0,25.7,0,0.4,81,999.5,1004.5,0
2003-08-07 7:00,20.8,1,1.7,92,,,0,0,23.8,0.5,1.5,88,,,0,0.17,25.7,,0.6,92,,,0,0.08,25.6,1.5,0.3,85,,,0
2003-08-07 8:00,21.3,,1.1,91,,,0,0,22.2,3.5,4.5,89,,,0,0.24,23,14.5,1.9,94,,,0,0.01,23.7,17.5,4.1,82,,,0
